,date_time,entity,text,pred,prob
0,2020-02-21 00:00:00,1inch.exchange,"bZx attacks and 1inch.exchange allegations: Here's what the ...1inch.exchange, a decentralized exchange (DEX) aggregator, has alleged that it found a $2.5 million worth of vulnerability in bZx's Fulcrum lending protocol over a ...",1,0.7498242703253738
1,2020-03-05 00:00:00,Aave,Meet Stani Kulechov - Founder and CEO of Aave - DeFi ...ETHLend – the first lending project on Ethereum; Surviving Crypto Winter; The Aave Rebrand; The Importance of Memeing; LEND Tokenomics; Open-Sourced ...,0,0.023588272623767916
2,2020-03-11 00:00:00,Aave,"DeFi SAaver: Maker Vault Management Using Flash LoansWith that, DeFi Saver – a platform giving users with advanced control over Maker CDP (recently rebranded to Vault) exposure and debt – teamed up with Aave to ...",0,0.06011426281381346
3,2020-04-24 00:00:00,Aave,Aave Introduces Risk Framework for Asset Selection - DeFi ...Aave's Risk Framework has been released! Take a look at the docs for a comprehensive analysis of the fundamental risks of the protocol and the processes in ...,0,0.06628767461829355
4,2020-05-07 00:00:00,Aave,"Aave Teases New DeFi Collateral & LEND Governance SystemFor those who have been keeping an eye on the DeFi Pulse leaderboard, you've surely seen the spooky project Aave creeping into the #4 spot – recently ...",0,0.0554159112579294
5,2020-05-18 00:00:00,Aave,"Aave Partners with MYKEY to Promote DeFi - Business PartnershipsAave is a decentralized, non-custodial money market protocol while MYKEY is a multiple-chain smart wallet. The reason for this partnership is to make DeFi ...",0,0.06141991041757816
6,2020-05-13 00:00:00,Aave,"गणेश वंदना | Watch Popular Bhojpuri Devotional Video Song 'Aave Ke Pari Ae Maiya' Sung By 'Rakesh Mishra'. Popular Bhojpuri Devotional Songs | Bhojpuri Bhakti Songs, Devotional Songs, Bhajans and Pooja Aarti Songs | LifestyleListen to the popular Bhojpuri devotional song 'Aave Ke Pari Ae Maiya' sung by 'Rakesh Mishra'. Watch the video to know more about Rakesh Mishra's ...",0,0.10058296780555397
7,2020-06-12 00:00:00,Aave,Aave Crosses $100M in Market Size - DeFi Lending Growth ...We've officially reached the $100M market size milestone! 🥂. Much ❤️ to the Aave & DeFi Fam. We could not have done this without all of your feedback ...,0,0.0491864565724885
8,2020-06-11 00:00:00,Aave,"Coinbase may list Aave, Bancor, Ren, Vechain, Synthetix and 13 other cryptocurrenciesCoinbase is currently exploring the addition of 18 new digital assets, which include DeFi tokens such as Aave, Bancor, Ren, VeChain, Aragon, and DigiByte.",0,0.07782562881319662
9,2020-06-18 00:00:00,Aave,"DeFi Tokens Maker, Kyber Network, and Aave Moon Despite Uncertainty in the MarketMeanwhile, Aave could be preparing for a correction after the significant bullish impulse it has gone through. Share this article.",0,0.025276042828780293
10,2020-06-19 00:00:00,Aave,"Aave Technical Analysis: LEND/USD is up 1,000% in 2020, hitting a two-year high of $0.134Aave has been in a strong uptrend for basically the entirety of 2020. The digital asset has seen meteoric gains going from a low of $0.013 at the beginning of the ...",0,0.03732374087974341
11,2020-02-10 00:00:00,ABCC,"Kuwait- KCCI Chairman expresses pride of ABCC honoringIn statements to KUNA following a ceremony held by the ABCC in London to honor him, Al-Ghanim hailed the ABCC move as an honoring for the State of Kuwait ...",0,0.06462961886027101
12,2020-02-24 00:00:00,ABCC,ABCC to hear Osborn Tavern's appeal | Local NewsDANVERS — Osborn Tavern on Thursday will appeal a three-day suspension of its liquor license before the state Alcoholic Beverages Control Commission.,0,0.16065287849927198
13,2020-03-05 00:00:00,ABCC,ABCC gives green light to wage theft and sham contractingEmbarrassing Senate testimony from the ABCC reveals the construction regulator has effectively given the green light to rogue builders to engage in the sham ...,0,0.408142611978877
14,2020-03-11 00:00:00,ABCC,ABCC takes employer to court over ‘unlawful picket’The ABCC filed Federal Court proceedings against Tyrone Construction Services and its managing director Alistair Adams over alleged unlawful pickets at the ...,1,0.646836496069302
15,2020-03-26 00:00:00,ABCC,"Five restaurants submit applications to ABCCProtests to this application must be received by the ABCC no later than Friday, April 3. – Essential Chef LLC has filed an application for a restaurant liquor license, ...",0,0.14963782101388115
16,2020-06-19 00:00:00,ABCC,"80pc of labour hire firms breaking law, ABCC audit showsThe ABCC said errors occurred where an employer used an industrial instrument that did not apply to the workers or when they were operating with limited ...",0,0.17973345206314192
17,2020-06-23 00:00:00,ABCC,"ABCC fails to investigate death threats against CFMEU ...The national construction regulator, the ABCC, has failed to investigate death threats made against a South Australian CFMEU delegate and his family in the latest ...",0,0.31411565955678955
18,2020-06-22 00:00:00,ABCC,"ABCC ADVISORY REGARDING INDOOR SERVICE AT ON-PREMISES CONSUMPTION LICENSEESABCC ADVISORY REGARDING INDOOR SERVICE AT ON-PREMISES CONSUMPTION LICENSEES. Posted on: June 22, 2020 - 9:28am. On June 19, 2020, ...",0,0.0360147621489458
19,2020-06-30 00:00:00,ABCC,"ABCC to highlight tools in upcoming webinarDUBAI, June 30, 2020. The Arab Brazilian Chamber of Commerce (ABCC) is set to host the ninth edition of its webinar on Wednesday, July 1, ...",0,0.06926664030202852
20,2020-06-17 00:00:00,Bamboo Relay,"Chainlink, a leading Decentralized Oracle Network, Integrated by 0x Relayer Bamboo RelayThe Bamboo Relay team notes that decentralized or non-custodial exchanges have become a key component of the decentralized finance (DeFi) ecosystem.",0,0.08277634837231101
21,2020-01-09 00:00:00,Bancor,"Bancor begins ETHBNT airdrop to help decentralize ...Bancor currently operates on the Ethereum and EOS blockchains, but the Bancor protocol is designed to be interoperable for additional blockchains... by ...",0,0.0746455416551578
22,2020-01-16 00:00:00,Bancor,"Bancor’s Airdrop as First Step to Take Blockchain Out of 1997: InterviewCointelegraph interviewed Bancor's Eyal Hertzog and Nate Hindman to learn more about the planned BNT airdrop, DAO transition and the future of crypto.",0,0.13195642081830186
23,2020-06-11 00:00:00,Bancor,"Coinbase Is Considering Adding Bancor (BNT), DigiByte (DGB), Other Assets, as 22,000 More BTC Is Reportedly Leaving Exchange Per Day than Being DepositedCoinbase Is Considering Adding Bancor (BNT), DigiByte (DGB), Other Assets, as 22,000 More BTC Is Reportedly Leaving Exchange Per Day than Being ...",0,0.4653688761258496
24,2020-06-11 00:00:00,Bancor,"Coinbase may list Aave, Bancor, Ren, Vechain, Synthetix and 13 other cryptocurrenciesCoinbase is currently exploring the addition of 18 new digital assets, which include DeFi tokens such as Aave, Bancor, Ren, VeChain, Aragon, and DigiByte.",0,0.07782562881319662
25,2020-06-18 00:00:00,Bancor,"Bancor Discovers Critical Vulnerability, Hacks Itself to Prevent TheftThe Bancor decentralized exchange has released a smart contract with a critical vulnerability, and is now hacking itself to save user funds from malicious actors.",0,0.4760147435337721
26,2020-01-22 00:00:00,Basic Attention Token,"Can Basic Attention Token (BAT) Solve the Traditional ...Basic Attention Token (BAT) business model relies on giving users a share of this advertising, so that they are willing to view targeted ads, while protecting their ...",0,0.037911723436126483
27,2020-04-16 00:00:00,Basic Attention Token,"Charles Hoskinson on Tezos, Zcash, Dash, Algorand, and Basic Attention TokenCharles Hoskinson on Tezos, Zcash, Dash, Algorand, and Basic Attention Token. Siamak Masnavi. 16 Apr 2020; /; In #Altcoins. AddThis Sharing Buttons.",0,0.05716705671590066
28,2020-06-27 00:00:00,Basic Attention Token,"Basic Attention Token (BAT) Whales Accumulate 6% of Supply in 5 days - Ethereum World NewsBasic Attention Token (BAT) is experiencing double-digit gains in the crypto markets. In the past week, BAT whales have been accumulating the token in a big way.",0,0.04693673388353732
29,2020-06-24 00:00:00,BigONE,"BigONE's Fun ""Lucky Draw"" that Everyone LovesWe hope that you will enjoy the lottery, and wish you the best of luck. Learn more about our lottery at https://big.one/lottery. BigONE's website: Big.one. Twitter: https ...",0,0.0782997116879113
30,2020-01-06 00:00:00,Binance,"Binance Stablecoin Receives NYDFS ApprovalAccording to a recent announcement by one of the world's largest crypto exchanges, Binance, its USD-backed stablecoin was just approved by the New York ...",0,0.11047780791005749
31,2020-01-03 00:00:00,Binance,"Was China’s digital yuan behind Binance’s Shanghai office closing?Binance CEO Changing “CZ” Zhao on what the meaning of “is” is (via Twitter). As it turns out, their actions matched a warning issued by the China Securities ...",0,0.23719588666199862
32,2020-01-08 00:00:00,Binance,Binance Adds Near-Instant UK Pound Payments in Latest Fiat Expansion - CoinDeskMalta-based cryptocurrency exchange Binance has added a flurry of new fiat funding options since the first of the year including faster payments for U.K. ...,0,0.09735722632427989
33,2020-01-08 00:00:00,Binance,Binance Donates $1 Million in Crypto for Australian Bushfire Relief | NewsThe philanthropic arm of cryptocurrency exchange Binance has announced the kick off of a charity project aiming to help with Australia bushfire relief efforts. The ...,0,0.06465822900495784
34,2020-01-09 00:00:00,Binance,"Binance Europe’s head of operations has left the exchangeGospodinova joined Binance in August 2018, according to her LinkedIn profile. Before Binance, she held leadership roles in the payment industry with European ...",0,0.03136212624986122
35,2020-01-09 00:00:00,Binance,"Blockchain Queen: The Binance Charity Chief Making The ...When Binance, the leading cryptocurrency exchange, set up its Blockchain Charity Foundation, Helen Hai was chosen to lead it. Now, she wants to use ...",0,0.026759964739704257
36,2020-01-17 00:00:00,Binance,"Binance Negotiating with 2 Japanese Firms for Strategic PartnershipGlobal crypto exchange Binance announced on Friday that it is in talks with two Japanese companies – Z Holdings-subsidiary Z Corporation and TaoTao, ...",0,0.10787976300736972
37,2020-01-16 00:00:00,Binance,"$1.4B in illicit Bitcoin was laundered via Binance and Huobi last year, report says“That may come as a surprise given that Binance and Huobi are two of the largest exchanges operating, and are subject to KYC regulations.” Sorry, the video ...",0,0.2173925822244284
38,2020-01-20 00:00:00,Binance,"Binance CEO Suggests Crypto Exchanges Are Safer Than Keeping One’s KeysBinance CEO and co-founder Changpeng Zhao suggested that, for most, keeping crypto assets on an exchange is safer than keeping the keys themselves.",0,0.24101487745794717
39,2020-01-19 00:00:00,Binance,Binance CEO accuses Chainalysis of ‘bad business’ over AML reportBlockchain analytics firm Chainalysis flagged up Binance for receiving the most illicit cryptocurrency out of all exchanges last week - and the Binance CEO has ...,0,0.38056970981854726
40,2020-01-24 00:00:00,Binance,Harmony Kicks Off Migration From Ethereum and Binance Chains to Its Own - CoinDeskHolders of the ONE token from the team at Harmony should make plans to swap their ERC-20 (ethereum) or BEP-2 (binance chain) tokens for the coin on ...,0,0.022406660643368555
41,2020-01-30 00:00:00,Binance,"Binance Hires Ex-Huobi Executive as Europe, Latin America DirectorLeading crypto exchange Binance on Thursday announced the appointment of Josh Goodbody as the director of its European and Latin American growth and ...",0,0.06861311289020508
42,2020-01-30 00:00:00,Binance,"Binance Poaches Huobi's European and Latin American Business LeadBinance, the second-largest cryptocurrency exchange by 24-hour volume, has hired an exec from one of its foremost competitor exchanges, Huobi. According to ...",0,0.2500143542943712
43,2020-01-30 00:00:00,Binance,Binance hires former Huobi exec for European expansionCrypto exchange Binance has hired former Huobi executive Josh Goodbody for leading growth in Europe and Latin America. Goodbody joins Binance as ...,0,0.12212846826923905
44,2020-01-29 00:00:00,Binance,"Binance US Now Offers Staking Rewards for These Two Cryptocurrencies1. ALGO and ATOM are the only proof-of-stake (PoS) cryptocurrencies currently available on Binance US, a California-based licensee of one of ...",0,0.041356346002289227
45,2020-01-31 00:00:00,Binance,Crypto exchange Binance names former Huobi exec its ...Cryptocurrency exchange Binance announced on its blog that it has hired John Goodboy as the new Director of European and Latin American Growth and ...,0,0.1774001280781715
46,2020-02-11 00:00:00,Binance,"Binance Adds Russian Ruble to Its P2P ExchangeBinance, one of the world's leading crypto exchanges, announced on Tuesday the addition of the Russian ruble on its peer-to-peer (P2P) platform. This marks ...",0,0.162048544638184
47,2020-02-06 00:00:00,Binance,Crypto exchange Binance allows users to borrow USDT to ...Cryptocurrency exchange Binance has announced that it has added Binance USD (BUSD) cross collateral function to its Futures wallet interface.,0,0.3019960883061139
48,2020-02-07 00:00:00,Binance,"Ex-TradingView COO Joins Binance as Director of Fiat, Europe and CISBinance, one of the world's largest crypto exchanges, plans to further bolster its fiat-to-crypto channels by hiring a former TradingView exec. 3411 Total views.",0,0.07928392913526026
49,2020-02-17 00:00:00,Binance,"Binance Applied for New Crypto License in SingaporeGlobal crypto exchange Binance has applied for a license in Singapore under the newly introduced Payment Services Act (PSA). Changpeng “CZ” Zhao, the ...",0,0.12476013174954764
50,2020-02-17 00:00:00,Binance,"Binance CEO Says Crypto Exchange Has Applied for a Singapore License - CoinDesk“We submitted the application pretty fast. Binance's Singapore entity has been in close touch with the local regulators, and they have always been open-minded ...",0,0.2078949391826054
51,2020-02-17 00:00:00,Binance,"Binance applied for Singapore's new crypto licence, says CEO[HONG KONG] Binance Holdings Ltd, operator of one of the world's largest crypto exchanges, has applied for an operating licence in Singapore under the ...",0,0.25194481895663784
52,2020-02-17 00:00:00,Binance,Binance Opens Won-based Cryptocurrency Purchase ServiceBinance has opened cryptocurrency purchase services based on the 15 currencies including the South Korean won. Malta-based cryptocurrency exchange ...,0,0.227562135063503
53,2020-02-13 00:00:00,Binance,"Binance Lures Former Uber Exec to Head Up Global ExpansionMatt Shroder, who served most recently as head of product operations for Uber's safety and marketplace programs, has joined Binance as VP of Global Expansion ...",0,0.12317326160995626
54,2020-02-21 00:00:00,Binance,"Binance Is Not Authorized to Operate in Malta, Financial Regulator SaysBinance is not allowed to operate crypto in Malta because it does not hold a license from the Malta Financial Services Authority, the regulator says. 6324 Total ...",0,0.08506232956303361
55,2020-02-25 00:00:00,Binance,"Binance-Backed FTX Exchange Seeks Billion-Dollar Valuation in Equity Token Sale - CoinDeskDerivatives exchange FTX is hosting a public sale for tokenized equity in the hopes it can attain a billion-dollar valuation. The Binance-backed platform, famed ...",0,0.15483672258329076
56,2020-03-03 00:00:00,Binance,"Binance Lets Turkish Customers Directly Deposit Fiat With Bank Integration - CoinDeskBinance said Monday its new integration with Istanbul-based Akbank, its first-ever direct link with a bank, will allow users to seamlessly deposit Turkish lira into ...",0,0.05221173549597673
57,2020-03-02 00:00:00,Binance,"This Major Turkish Bank Is The Latest Binance Partner for Fiat-to-Crypto TransfersBinance announced a partnership with Turkey's major bank, and Changpeng Zhao told the details to Cointelegraph. 4441 Total views. 119 Total shares.",0,0.09562090180611428
58,2020-03-02 00:00:00,Binance,"Binance Users in Turkey Can Now Deposit and Withdraw TRY via Akbank Integration | ExchangesBinance, the popular international cryptocurrency exchange with users from over 180 countries and regions, has announced the first bank channel integration at ...",0,0.04039784662063986
59,2020-03-02 00:00:00,Binance,"Did Binance just help Justin Sun take over the Steem network?Rumors abound that Binance, Poloniex, and Huobi appear to have helped Justin Sun regain control of the Steem blockchain. By Robert Stevens. 3 min read.",0,0.06433409128960903
60,2020-02-27 00:00:00,Binance,"Binance Throws Weight Behind Shyft Network in 'Travel Rule' Standards Race - CoinDeskBinance, the world's largest crypto exchange group, has chosen the Shyft Network to help address a looming regulatory requirement that firms must share users' ...",0,0.04955079625309771
61,2020-02-27 00:00:00,Binance,"Binance CEO’s net worth has doubled in the past year at $2.6B, according to HurunBinance CEO Changpeng “CZ” Zhao is the wealthiest person in the crypto and blockchain space, according to the ninth edition of Hurun Global Rich List.",0,0.21785123467591014
62,2020-03-06 00:00:00,Binance,Binance CEO Admonishes Justin Sun Over Steem Fiasco: ‘Transparency Works’Binance CEO Changpeng Zhao takes issue with Justin Sun's characterization of the Steem takeover as an 'upgrade'. 10193 Total views. 321 Total shares.,0,0.2676281759113835
63,2020-03-17 00:00:00,Binance,"Binance sets up $50m Indian blockchain fundGlobal decentralized cryptocurrency exchange Binance Group has set up a $50 million (Rs 370 crore) blockchain technology fund for India, weeks after the ...",0,0.25175169598910707
64,2020-03-31 00:00:00,Binance,"Bitcoin And Crypto World Rocked By An Estimated $400 Million Binance Bid For CoinMarketCapâ€”ReportBinance, the world's biggest bitcoin and crypto exchange by volume, has been eyeing expansion around ... [+] the world in recent months. LightRocket via Getty ...",0,0.28193060968470196
65,2020-04-06 00:00:00,Binance,"Major Crypto Firms Including Binance, Civic, Tron Targeted in Flood of Lawsuits - CoinDesk""Binance and the Issuers wrongfully engaged in millions of transactionsâ€”including the solicitation, offer, and sale of securitiesâ€”without registering the Tokens as ...",0,0.20964615035253506
66,2020-04-05 00:00:00,Binance,"Strike against crypto industry? Class actions against TRON, EOS, Binance, BitMEXOne (EOS), Binance and BitMEX. In the state of New York, USA, 11 class action lawsuits were filed on Friday against exchanges and companies that develop ...",0,0.18848078908730495
67,2020-04-04 00:00:00,Binance,Crypto Community Largely Approves of Binance Acquiring CoinMarketCapExperts believe that Binance's acquisition of CoinMarketCap is a sign that the crypto industry is dealing with the ongoing market collapse well. 4945 Total views.,0,0.049618711975482
68,2020-04-09 00:00:00,Binance,Binance denies theft of 3.995 Ethereum and 4290 Litecoin from user and presents evidenceCrypto exchange Binance denied stealing $1 million from one of its users. The exchange took the funds by order of the South Korean police. Crypto exchange ...,1,0.7605811874413292
69,2020-04-17 00:00:00,Binance,"Binance is Bringing Smart Contracts to Its New BlockchainBinance DEX will now run on two blockchains. Arnab Shome | News (CryptoCurrency) | Friday, 17/04/2020 | 11:23 GMT+ ...",0,0.33447415873911923
70,2020-04-17 00:00:00,Binance,"Blockchain Bites: Binance vs. Ethereum, MicroBT vs. Bitmain, Libra vs. the WorldToday, Binance unveiled plans for a smart contract blockchain competing with Ethereum, Bitcoin miner manufacturer MicroBT looks to beat Bitmain to market, ...",0,0.3485925589007286
71,2020-04-27 00:00:00,Binance,Binance Makes Mining Easy with New Mining Pool OptionBinance founder and CEO Changpeng Zhao said the mining is an integral part of the global crypto market: “Empowering miners will therein enable significant ...,0,0.0766554965155776
72,2020-04-29 00:00:00,Binance,"CZ Blames ‘Self-Perceived Competitors’ for New DDoS Attacks on BinanceThe world's largest crypto exchange, Binance, faced a series DDoS attacks on its Chinese domains on April 29. 7183 Total views. 85 Total shares. Listen to ...",0,0.31641315055890107
73,2020-04-29 00:00:00,Binance,"Binance confirms DDoS attack – CEO says funds are saveCEO of Binance, Changpeng Zhao, confirms that the platform was the victim of a DDoS attack. Zhao assures users of the exchange that the funds are save.",0,0.37437733633267306
